PlanetID,HDName,Spec,d_pc,L_sol,M_sol,Rp_Rearth,sma_AU,P_yr,ecc,inc_rad,aop_rad,pan_rad,epp_yr,Mp_Mearth,albedo,HZ
HD 219134_44,HD 219134,K3V,6.542,0.266,0.750,1.791,0.531,0.447,0.148,1.190,0.085,4.350,2034.898,1.655,0.357,True
HD 166_0,HD 166,G8V,13.766,0.647,0.940,3.129,0.240,0.121,0.039,1.327,1.059,0.965,2034.979,12.252,0.402,False
HD 166_1,HD 166,G8V,13.766,0.647,0.940,0.609,0.547,0.417,0.079,1.339,5.126,1.329,2034.743,0.155,0.401,False
HD 166_2,HD 166,G8V,13.766,0.647,0.940,1.091,3.674,7.263,0.170,1.065,1.957,0.605,2032.554,1.027,0.348,False
HD 166_3,HD 166,G8V,13.766,0.647,0.940,0.644,2.529,4.148,0.061,1.345,0.586,3.662,2032.080,0.149,0.379,False
HD 166_4,HD 166,G8V,13.766,0.647,0.940,0.635,3.930,8.036,0.047,0.865,4.811,1.776,2029.494,0.085,0.411,False
HD 166_5,HD 166,G8V,13.766,0.647,0.940,3.156,3.546,6.886,0.090,1.496,4.430,5.736,2030.719,18.699,0.315,False
HD 166_6,HD 166,G8V,13.766,0.647,0.940,1.366,0.632,0.518,0.075,1.467,5.552,3.854,2034.622,7.798,0.339,False
HD 166_7,HD 166,G8V,13.766,0.647,0.940,0.766,1.909,2.720,0.184,1.290,5.605,2.259,2032.841,0.293,0.336,False
HD 166_8,HD 166,G8V,13.766,0.647,0.940,2.070,0.829,0.778,0.124,0.680,1.750,6.187,2034.291,4.240,0.307,True
HD 166_9,HD 166,G8V,13.766,0.647,0.940,2.563,2.275,3.539,0.063,1.242,4.030,5.989,2034.715,13.646,0.377,False
HD 166_10,HD 166,G8V,13.766,0.647,0.940,2.816,0.735,0.649,0.102,1.081,6.278,4.892,2034.629,18.392,0.209,True
HD 166_11,HD 166,G8V,13.766,0.647,0.940,2.916,0.095,0.030,0.083,0.854,1.532,4.974,2034.978,8.402,0.314,False
HD 166_12,HD 166,G8V,13.766,0.647,0.940,2.742,0.194,0.088,0.091,0.662,2.971,6.140,2034.981,3.418,0.276,False
HD 166_13,HD 166,G8V,13.766,0.647,0.940,1.560,2.742,4.684,0.069,1.259,5.719,3.773,2033.765,1.154,0.403,False
HD 166_14,HD 166,G8V,13.766,0.647,0.940,0.888,0.181,0.080,0.044,0.751,0.648,5.529,2034.979,0.575,0.457,False
HD 166_15,HD 166,G8V,13.766,0.647,0.940,2.867,1.737,2.361,0.012,1.281,5.832,0.407,2033.649,7.002,0.438,False
HD 166_16,HD 166,G8V,13.766,0.647,0.940,0.606,3.361,6.354,0.065,0.870,3.067,3.481,2032.673,0.094,0.286,False
HD 166_17,HD 166,G8V,13.766,0.647,0.940,0.655,2.547,4.192,0.074,1.103,5.611,3.157,2032.208,0.287,0.403,False
HD 166_18,HD 166,G8V,13.766,0.647,0.940,1.049,0.945,0.948,0.031,0.385,3.904,0.237,2034.422,0.728,0.438,True
HD 166_19,HD 166,G8V,13.766,0.647,0.940,0.799,0.386,0.247,0.110,0.190,4.219,0.546,2034.838,0.568,0.344,False
HD 166_20,HD 166,G8V,13.766,0.647,0.940,1.489,3.873,7.861,0.054,0.685,4.857,0.137,2033.017,2.969,0.372,False
HD 166_21,HD 166,G8V,13.766,0.647,0.940,2.740,1.575,2.038,0.073,0.414,0.422,1.847,2033.436,3.698,0.267,False
HD 166_22,HD 166,G8V,13.766,0.647,0.940,1.169,0.917,0.906,0.116,1.434,3.944,0.336,2034.398,1.473,0.380,True
HD 166_23,HD 166,G8V,13.766,0.647,0.940,1.318,4.036,8.362,0.068,0.857,5.805,2.659,2033.907,1.994,0.314,False
HD 166_24,HD 166,G8V,13.766,0.647,0.940,1.029,0.399,0.260,0.097,1.371,6.008,5.107,2034.948,4.051,0.377,False
HD 166_25,HD 166,G8V,13.766,0.647,0.940,1.793,1.049,1.108,0.114,1.290,6.084,3.857,2034.666,4.742,0.289,True
HD 166_26,HD 166,G8V,13.766,0.647,0.940,0.584,0.215,0.103,0.076,1.021,4.058,4.234,2034.904,0.128,0.394,False
HD 166_27,HD 166,G8V,13.766,0.647,0.940,0.536,0.238,0.120,0.046,0.735,3.979,0.198,2034.961,0.125,0.418,False
HD 166_28,HD 166,G8V,13.766,0.647,0.940,1.567,0.894,0.872,0.013,0.765,3.471,5.275,2034.983,2.848,0.328,True
HD 166_29,HD 166,G8V,13.766,0.647,0.940,1.271,2.290,3.575,0.077,0.517,3.817,0.919,2034.494,3.146,0.310,False
HD 166_30,HD 166,G8V,13.766,0.647,0.940,0.999,0.706,0.612,0.102,0.977,3.846,1.902,2034.980,0.710,0.259,True
HD 166_31,HD 166,G8V,13.766,0.647,0.940,0.874,2.231,3.436,0.100,0.386,0.266,3.247,2033.616,0.778,0.354,False
HD 166_32,HD 166,G8V,13.766,0.647,0.940,0.539,2.977,5.297,0.159,0.478,0.558,5.843,2030.777,0.068,0.338,False
HD 166_33,HD 166,G8V,13.766,0.647,0.940,1.696,3.512,6.790,0.095,0.557,3.892,6.272,2031.942,3.334,0.289,False
HD 166_34,HD 166,G8V,13.766,0.647,0.940,1.026,0.136,0.051,0.079,1.339,1.974,4.918,2034.957,1.601,0.390,False
HD 166_35,HD 166,G8V,13.766,0.647,0.940,1.072,2.761,4.731,0.021,1.010,1.894,4.582,2034.775,1.581,0.345,False
HD 166_36,HD 166,G8V,13.766,0.647,0.940,2.668,0.273,0.147,0.100,0.743,1.215,3.316,2034.931,4.512,0.313,False
HD 166_37,HD 166,G8V,13.766,0.647,0.940,1.908,2.282,3.556,0.107,0.219,5.033,4.182,2032.201,3.652,0.339,False
HD 166_38,HD 166,G8V,13.766,0.647,0.940,0.714,0.806,0.746,0.065,1.559,6.059,0.907,2034.496,0.311,0.421,True
HD 166_39,HD 166,G8V,13.766,0.647,0.940,1.618,2.339,3.690,0.034,1.238,3.944,1.691,2031.853,8.758,0.397,False
HD 166_40,HD 166,G8V,13.766,0.647,0.940,0.616,0.396,0.257,0.092,1.221,5.940,6.187,2034.930,0.115,0.360,False
HD 166_41,HD 166,G8V,13.766,0.647,0.940,0.684,1.977,2.867,0.093,1.278,5.554,6.155,2033.564,0.251,0.398,False
HD 166_42,HD 166,G8V,13.766,0.647,0.940,1.818,0.239,0.121,0.072,0.614,1.369,2.029,2034.918,3.252,0.309,False
HD 693_0,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.133,0.116,0.036,0.066,1.568,2.611,5.329,2034.966,8.614,0.369,False
HD 693_1,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.217,0.396,0.229,0.099,0.998,5.427,0.617,2034.813,0.798,0.374,False
HD 693_2,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.508,0.126,0.041,0.060,1.268,5.584,2.770,2034.985,0.078,0.344,False
HD 693_3,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.150,0.744,0.591,0.072,0.985,3.131,5.615,2034.725,1.798,0.389,False
HD 693_4,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.542,0.780,0.634,0.050,0.361,3.506,2.667,2034.393,0.043,0.328,False
HD 693_5,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.306,1.519,1.724,0.071,0.518,4.800,3.551,2033.457,5.460,0.392,True
HD 693_6,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.597,2.407,3.438,0.037,0.956,4.898,5.486,2034.343,0.149,0.395,True
HD 693_7,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.711,0.355,0.195,0.030,1.139,5.580,1.461,2034.947,0.300,0.221,False
HD 693_8,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.102,1.886,2.384,0.158,0.798,5.302,5.621,2034.131,1.317,0.427,True
HD 693_9,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.685,4.128,7.722,0.092,0.395,2.604,2.495,2028.206,0.254,0.215,False
HD 693_10,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.282,0.366,0.204,0.093,1.059,4.083,3.726,2034.811,1.280,0.336,False
HD 693_11,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.103,2.217,3.039,0.053,1.471,3.036,2.061,2032.562,1.328,0.418,True
HD 693_12,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,3.048,0.147,0.052,0.056,0.698,0.741,3.312,2034.986,15.582,0.207,False
HD 693_13,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.572,1.523,1.731,0.096,1.560,5.163,0.310,2033.465,0.177,0.351,True
HD 693_14,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.379,2.750,4.199,0.106,0.700,3.781,0.410,2034.862,1.696,0.294,True
HD 693_15,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.841,0.134,0.045,0.023,1.486,0.364,2.606,2034.981,2.286,0.312,False
HD 693_16,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.611,0.745,0.593,0.037,1.464,4.253,2.105,2034.776,0.138,0.418,False
HD 693_17,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.552,3.792,6.798,0.044,0.673,1.779,3.869,2031.361,2.813,0.271,False
HD 693_18,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.502,0.454,0.281,0.089,0.810,0.435,0.238,2034.842,5.883,0.423,False
HD 693_19,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.120,2.623,3.912,0.139,0.974,3.811,1.053,2034.118,6.973,0.364,True
HD 693_20,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.930,1.945,2.496,0.107,0.608,4.601,1.317,2034.489,4.512,0.307,True
HD 693_21,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.842,0.325,0.171,0.095,0.552,3.250,2.768,2034.863,2.122,0.338,False
HD 693_22,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.975,2.752,4.202,0.023,1.096,0.035,1.551,2034.680,0.889,0.316,True
HD 693_23,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.834,1.528,1.738,0.048,0.086,3.625,0.865,2034.142,11.658,0.300,True
HD 693_24,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.722,0.237,0.106,0.139,1.205,0.042,3.755,2034.980,0.247,0.410,False
HD 693_25,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.398,4.421,8.557,0.019,1.398,5.821,4.674,2032.266,3.043,0.404,False
HD 693_26,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.024,1.342,1.431,0.112,0.562,1.680,4.306,2034.603,3.548,0.281,False
HD 693_27,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.546,2.775,4.255,0.037,1.142,5.473,1.735,2031.985,14.402,0.454,True
HD 693_28,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.810,0.436,0.265,0.072,0.506,0.076,5.369,2034.879,16.377,0.179,False
HD 693_29,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.569,0.278,0.135,0.017,1.510,0.611,3.844,2034.960,0.111,0.347,False
HD 693_30,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.863,2.749,4.195,0.117,1.460,2.836,3.862,2031.512,3.082,0.324,False
HD 693_31,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.696,2.307,3.226,0.052,1.531,4.766,1.337,2034.723,0.257,0.432,True
HD 693_32,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.082,0.574,0.400,0.125,0.925,5.922,1.522,2034.693,3.490,0.299,False
HD 693_33,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.768,2.783,4.274,0.084,0.588,3.274,2.983,2033.939,4.569,0.447,True
HD 693_34,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,0.669,1.401,1.526,0.158,1.156,2.233,1.494,2033.599,0.462,0.365,False
HD 693_35,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,2.336,0.793,0.650,0.114,1.480,0.280,4.323,2034.996,7.995,0.309,False
HD 693_36,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.106,3.074,4.962,0.009,1.188,3.668,1.939,2032.238,2.296,0.333,False
HD 693_37,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.293,1.970,2.545,0.066,1.215,2.388,0.955,2033.416,1.978,0.327,True
HD 693_38,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,3.182,1.411,1.543,0.100,0.872,5.712,0.953,2034.109,5.810,0.303,False
HD 693_39,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.616,2.973,4.720,0.079,0.860,3.016,0.799,2031.153,6.106,0.372,False
HD 693_40,HD 693,F8V Fe-0.8 CH-0.5,18.886,2.997,1.180,1.411,1.590,1.846,0.134,1.468,4.809,2.763,2034.793,2.801,0.306,True
HD 1581_0,HD 1581,F9.5V,8.607,1.262,1.110,0.858,3.691,6.731,0.142,1.195,0.567,3.574,2034.626,0.801,0.258,False
HD 1581_1,HD 1581,F9.5V,8.607,1.262,1.110,1.865,1.735,2.169,0.111,1.039,2.304,0.911,2034.150,4.001,0.348,True
HD 1581_2,HD 1581,F9.5V,8.607,1.262,1.110,0.931,0.234,0.107,0.119,1.374,3.434,5.020,2034.914,0.393,0.277,False
HD 1581_3,HD 1581,F9.5V,8.607,1.262,1.110,0.656,0.643,0.489,0.060,1.375,2.043,3.086,2034.801,0.495,0.329,False
HD 1581_4,HD 1581,F9.5V,8.607,1.262,1.110,0.854,3.546,6.338,0.086,0.863,4.777,3.559,2029.788,0.425,0.322,False
HD 1581_5,HD 1581,F9.5V,8.607,1.262,1.110,2.572,0.774,0.646,0.101,1.462,1.997,5.283,2034.935,27.494,0.239,False
HD 1581_6,HD 1581,F9.5V,8.607,1.262,1.110,0.799,0.218,0.097,0.038,0.839,5.207,1.163,2034.951,2.413,0.323,False
HD 1581_7,HD 1581,F9.5V,8.607,1.262,1.110,0.734,0.638,0.484,0.126,1.159,0.922,1.101,2034.718,0.361,0.467,False
HD 1581_8,HD 1581,F9.5V,8.607,1.262,1.110,0.617,3.158,5.326,0.056,0.835,4.834,2.644,2030.255,0.199,0.370,False
HD 1581_9,HD 1581,F9.5V,8.607,1.262,1.110,0.542,1.321,1.442,0.044,1.179,1.153,4.939,2034.865,0.128,0.379,True
HD 1581_10,HD 1581,F9.5V,8.607,1.262,1.110,3.221,0.333,0.182,0.114,0.562,3.318,0.368,2034.938,21.709,0.237,False
HD 1581_11,HD 1581,F9.5V,8.607,1.262,1.110,1.276,0.668,0.518,0.109,1.515,2.014,4.996,2034.658,1.523,0.278,False
HD 1581_12,HD 1581,F9.5V,8.607,1.262,1.110,1.877,4.369,8.669,0.094,0.466,4.004,3.146,2026.505,5.505,0.334,False
HD 1581_13,HD 1581,F9.5V,8.607,1.262,1.110,2.055,1.069,1.049,0.003,1.299,1.337,3.530,2034.111,6.081,0.378,True
HD 1581_14,HD 1581,F9.5V,8.607,1.262,1.110,0.904,1.106,1.104,0.075,1.528,4.998,3.546,2034.065,0.737,0.316,True
HD 1581_15,HD 1581,F9.5V,8.607,1.262,1.110,2.172,0.299,0.155,0.040,0.974,3.604,0.353,2034.920,5.574,0.412,False
HD 1581_16,HD 1581,F9.5V,8.607,1.262,1.110,3.111,0.645,0.492,0.038,1.345,6.015,1.569,2034.723,8.061,0.307,False
HD 1581_17,HD 1581,F9.5V,8.607,1.262,1.110,1.925,3.217,5.478,0.125,1.094,4.472,4.746,2030.297,4.943,0.353,False
HD 1581_18,HD 1581,F9.5V,8.607,1.262,1.110,1.809,3.007,4.950,0.050,0.640,3.816,2.590,2030.696,9.320,0.338,False
HD 1581_19,HD 1581,F9.5V,8.607,1.262,1.110,1.046,1.082,1.069,0.083,0.657,5.210,3.522,2034.143,0.750,0.375,True
HD 1581_20,HD 1581,F9.5V,8.607,1.262,1.110,2.380,3.846,7.159,0.055,0.927,1.380,5.937,2029.140,18.545,0.600,False
HD 1581_21,HD 1581,F9.5V,8.607,1.262,1.110,0.573,0.881,0.785,0.053,0.211,3.976,0.291,2034.310,0.122,0.335,False
HD 1581_22,HD 1581,F9.5V,8.607,1.262,1.110,1.957,3.605,6.496,0.073,1.089,2.453,2.825,2034.261,6.525,0.353,False
HD 1581_23,HD 1581,F9.5V,8.607,1.262,1.110,0.920,0.129,0.044,0.041,1.531,4.673,2.270,2034.987,0.741,0.355,False
HD 1581_24,HD 1581,F9.5V,8.607,1.262,1.110,1.350,0.772,0.644,0.148,0.610,0.154,0.669,2034.371,3.622,0.330,False
HD 1581_25,HD 1581,F9.5V,8.607,1.262,1.110,2.666,3.530,6.296,0.055,1.348,2.687,5.974,2031.570,3.056,0.391,False
HD 1581_26,HD 1581,F9.5V,8.607,1.262,1.110,1.458,3.911,7.341,0.124,1.394,4.095,6.041,2033.705,4.293,0.379,False
HD 1581_27,HD 1581,F9.5V,8.607,1.262,1.110,0.516,2.797,4.439,0.057,1.501,2.894,1.957,2032.767,0.063,0.363,False
HD 1581_28,HD 1581,F9.5V,8.607,1.262,1.110,1.850,2.237,3.175,0.072,1.237,1.495,5.948,2032.950,10.125,0.341,False
HD 1581_29,HD 1581,F9.5V,8.607,1.262,1.110,2.890,3.224,5.494,0.015,1.239,2.918,0.221,2030.450,36.902,0.324,False
HD 1581_30,HD 1581,F9.5V,8.607,1.262,1.110,1.569,2.471,3.687,0.093,1.263,5.339,6.163,2032.005,2.443,0.345,False
HD 1581_31,HD 1581,F9.5V,8.607,1.262,1.110,2.486,0.512,0.348,0.129,0.936,1.300,5.252,2034.983,5.326,0.407,False
HD 1581_32,HD 1581,F9.5V,8.607,1.262,1.110,2.298,1.205,1.256,0.122,0.720,2.307,1.347,2034.430,10.955,0.235,True
HD 1581_33,HD 1581,F9.5V,8.607,1.262,1.110,2.486,2.182,3.059,0.085,0.355,6.222,3.767,2034.937,4.943,0.355,False
HD 1581_34,HD 1581,F9.5V,8.607,1.262,1.110,0.890,1.774,2.244,0.034,1.477,5.735,5.016,2033.007,1.093,0.352,True
HD 1581_35,HD 1581,F9.5V,8.607,1.262,1.110,1.132,3.775,6.961,0.085,1.420,0.213,2.006,2033.789,1.015,0.372,False
HD 1581_36,HD 1581,F9.5V,8.607,1.262,1.110,2.415,1.237,1.306,0.054,0.940,3.332,2.223,2034.184,3.577,0.452,True
HD 1581_37,HD 1581,F9.5V,8.607,1.262,1.110,2.771,0.345,0.193,0.059,1.473,0.411,3.952,2034.890,27.723,0.150,False
HD 1581_38,HD 1581,F9.5V,8.607,1.262,1.110,0.631,0.420,0.259,0.129,1.191,5.805,0.924,2034.838,0.215,0.300,False
HD 1581_39,HD 1581,F9.5V,8.607,1.262,1.110,0.669,3.459,6.106,0.091,0.896,2.774,0.743,2031.560,0.325,0.405,False
HD 1581_40,HD 1581,F9.5V,8.607,1.262,1.110,0.895,0.106,0.033,0.068,0.675,2.629,1.570,2034.977,0.545,0.272,False
HD 1581_41,HD 1581,F9.5V,8.607,1.262,1.110,2.044,3.643,6.601,0.166,1.351,1.715,4.657,2030.867,7.208,0.378,False
HD 3651 A_0,HD 3651 A,K0.5V,11.108,0.532,0.860,0.603,2.957,5.484,0.024,1.561,3.638,3.645,2034.668,0.172,0.446,False
HD 3651 A_1,HD 3651 A,K0.5V,11.108,0.532,0.860,1.975,0.382,0.254,0.029,0.850,5.618,1.404,2034.884,6.607,0.391,False
HD 3651 A_2,HD 3651 A,K0.5V,11.108,0.532,0.860,0.638,0.295,0.173,0.107,1.369,4.623,1.352,2034.984,0.176,0.376,False
HD 3651 A_3,HD 3651 A,K0.5V,11.108,0.532,0.860,2.516,3.872,8.215,0.073,0.997,0.604,3.867,2029.044,7.766,0.339,False
HD 3651 A_4,HD 3651 A,K0.5V,11.108,0.532,0.860,0.741,0.279,0.159,0.102,1.556,2.519,0.778,2034.903,0.294,0.369,False
HD 3651 A_5,HD 3651 A,K0.5V,11.108,0.532,0.860,0.646,2.702,4.789,0.131,1.037,0.033,2.952,2033.434,0.178,0.354,False
HD 3651 A_6,HD 3651 A,K0.5V,11.108,0.532,0.860,0.556,0.890,0.905,0.060,1.166,1.935,1.607,2034.931,0.161,0.328,True
HD 3651 A_7,HD 3651 A,K0.5V,11.108,0.532,0.860,1.807,2.366,3.926,0.062,0.494,4.206,5.365,2031.366,3.006,0.353,False
HD 3651 A_8,HD 3651 A,K0.5V,11.108,0.532,0.860,0.675,0.186,0.087,0.044,0.764,1.824,3.484,2034.973,0.274,0.377,False
HD 3651 A_9,HD 3651 A,K0.5V,11.108,0.532,0.860,0.688,2.374,3.945,0.106,1.535,5.281,1.352,2033.914,0.203,0.329,False
HD 3651 A_10,HD 3651 A,K0.5V,11.108,0.532,0.860,0.656,1.289,1.578,0.012,0.661,2.999,5.821,2034.841,0.264,0.327,False
HD 3651 A_11,HD 3651 A,K0.5V,11.108,0.532,0.860,0.831,3.585,7.318,0.152,0.658,4.205,5.170,2030.775,0.540,0.299,False
HD 3651 A_12,HD 3651 A,K0.5V,11.108,0.532,0.860,2.970,0.336,0.210,0.025,0.845,5.553,1.667,2034.944,5.810,0.387,False
HD 3651 A_13,HD 3651 A,K0.5V,11.108,0.532,0.860,1.159,0.209,0.103,0.113,0.378,4.290,6.038,2034.913,0.961,0.394,False
HD 3651 A_14,HD 3651 A,K0.5V,11.108,0.532,0.860,0.768,0.350,0.224,0.020,0.638,5.638,1.682,2034.847,0.305,0.379,False
HD 3651 A_15,HD 3651 A,K0.5V,11.108,0.532,0.860,0.657,0.170,0.075,0.029,1.350,5.077,1.839,2035.000,0.256,0.415,False
HD 3651 A_16,HD 3651 A,K0.5V,11.108,0.532,0.860,0.511,4.238,9.409,0.057,1.179,3.563,2.425,2029.677,0.148,0.371,False
HD 3651 A_17,HD 3651 A,K0.5V,11.108,0.532,0.860,0.925,0.228,0.118,0.063,1.213,1.868,1.036,2034.973,0.372,0.387,False
HD 3651 A_18,HD 3651 A,K0.5V,11.108,0.532,0.860,0.593,0.359,0.232,0.072,1.042,1.873,4.317,2034.996,0.186,0.382,False
HD 3651 A_19,HD 3651 A,K0.5V,11.108,0.532,0.860,0.517,2.921,5.382,0.088,0.305,5.500,3.502,2031.667,0.085,0.362,False
HD 3651 A_20,HD 3651 A,K0.5V,11.108,0.532,0.860,0.586,0.454,0.330,0.093,0.908,0.339,5.620,2034.932,0.155,0.340,False
HD 3651 A_21,HD 3651 A,K0.5V,11.108,0.532,0.860,0.850,0.402,0.275,0.053,1.253,5.915,1.513,2034.753,1.178,0.478,False
HD 3651 A_22,HD 3651 A,K0.5V,11.108,0.532,0.860,1.962,2.068,3.206,0.057,0.344,2.055,1.070,2033.162,4.018,0.344,False
HD 3651 A_23,HD 3651 A,K0.5V,11.108,0.532,0.860,0.552,0.869,0.873,0.032,0.795,4.642,2.253,2034.817,0.133,0.334,True
HD 3651 A_24,HD 3651 A,K0.5V,11.108,0.532,0.860,1.690,3.101,5.888,0.085,1.301,2.074,0.918,2029.235,2.104,0.389,False
HD 3651 A_25,HD 3651 A,K0.5V,11.108,0.532,0.860,1.503,1.884,2.788,0.038,0.436,5.990,5.945,2033.477,1.739,0.380,False
HD 3651 A_26,HD 3651 A,K0.5V,11.108,0.532,0.860,2.601,0.551,0.441,0.080,1.219,0.229,4.508,2034.927,5.152,0.297,False
HD 3651 A_27,HD 3651 A,K0.5V,11.108,0.532,0.860,0.672,1.679,2.346,0.160,1.028,2.220,5.003,2033.787,0.146,0.423,False
HD 3651 A_28,HD 3651 A,K0.5V,11.108,0.532,0.860,2.150,3.327,6.542,0.038,1.071,5.450,4.700,2028.723,7.060,0.362,False
HD 3651 A_29,HD 3651 A,K0.5V,11.108,0.532,0.860,2.505,0.761,0.715,0.013,0.393,1.722,1.526,2034.697,5.932,0.311,True
HD 3651 A_30,HD 3651 A,K0.5V,11.108,0.532,0.860,3.220,2.444,4.120,0.133,1.302,1.732,0.884,2033.248,11.046,0.476,False
HD 3651 A_31,HD 3651 A,K0.5V,11.108,0.532,0.860,2.217,0.926,0.960,0.051,1.231,5.647,2.698,2034.557,4.119,0.426,True
HD 3651 A_32,HD 3651 A,K0.5V,11.108,0.532,0.860,0.607,1.423,1.831,0.065,0.850,5.219,5.209,2034.487,0.121,0.398,False
HD 3651 A_33,HD 3651 A,K0.5V,11.108,0.532,0.860,3.011,2.427,4.077,0.070,0.481,0.665,2.077,2034.340,9.959,0.304,False
HD 4391_0,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,0.546,1.708,2.254,0.039,1.243,0.842,4.603,2033.591,0.165,0.456,False
HD 4391_1,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,2.680,4.016,8.131,0.036,0.848,5.540,4.082,2034.180,4.051,0.400,False
HD 4391_2,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,1.011,0.806,0.731,0.041,0.388,4.741,2.573,2034.790,1.396,0.366,True
HD 4391_3,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,0.820,1.332,1.553,0.039,0.121,5.791,0.178,2034.787,0.411,0.447,True
HD 4391_4,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,1.670,0.431,0.286,0.122,1.141,4.526,5.038,2034.772,3.775,0.375,False
HD 4391_5,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,1.832,1.477,1.813,0.053,1.001,1.538,0.790,2034.034,4.963,0.366,True
HD 4391_6,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,0.828,3.000,5.248,0.063,1.399,2.705,1.764,2034.985,0.294,0.334,False
HD 4391_7,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,0.903,0.405,0.260,0.014,0.804,2.431,5.949,2034.859,0.393,0.396,False
HD 4391_8,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,0.641,1.535,1.921,0.096,0.578,0.225,1.897,2034.072,0.221,0.391,True
HD 4391_9,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,1.425,0.764,0.674,0.096,0.646,2.580,1.603,2034.566,2.710,0.368,False
HD 4391_10,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,3.078,2.627,4.300,0.044,1.218,2.171,6.116,2034.850,23.585,0.150,False
HD 4391_11,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,1.016,2.337,3.608,0.120,0.272,0.025,0.540,2034.872,0.867,0.328,False
HD 4391_12,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,3.370,2.317,3.563,0.017,1.450,5.323,1.010,2033.755,7.119,0.373,False
HD 4391_13,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,0.664,0.837,0.774,0.099,1.054,0.904,2.754,2034.467,0.253,0.364,True
HD 4391_14,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,2.159,1.761,2.360,0.124,0.983,3.148,4.949,2033.427,5.348,0.300,False
HD 4391_15,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,2.884,2.039,2.940,0.113,1.004,4.930,5.557,2034.182,8.722,0.293,False
HD 4391_16,HD 4391,G5V Fe-0.8 CH-1,15.049,0.923,0.980,1.723,2.210,3.318,0.113,0.711,3.798,4.748,2034.283,5.786,0.395,False
